顧客名,商品名,注文数,注文金額
ソユ ヲモ,og10817,2,42400
ヘニ カフハ,mq10274,1,13700
ヘニ カフハ,pi12447,1,12400
ヘニ カフハ,zd12421,2,22800
ユヘムト ホエヲオ,ns12174,3,63900
ユヘムト ホエヲオ,tf11943,3,7341
ユヘムト ホエヲオ,wl10298,2,58600
ユヘムト ホエヲオ,wo11795,2,3148
ヤエ ミム,bz12104,1,10400
ヤエ ミム,yj12112,2,1436
セテミム カフホ,cw12850,1,14400
セテミム カフホ,lv12879,2,55400
セテミム カフホ,wi11428,3,35100
セテミム カフホ,wt10729,3,38400
ンヨネ アキ,rr11310,2,21600
セニクホ コマフユ,pb12791,1,28500
セニクホ コマフユ,tt12150,2,52600
セニクホ コマフユ,xa10268,2,29600
チテ メエ,hn11676,3,34500
チテ メエ,ul10370,2,30200
アカセト オヘ,re11681,2,53600
アカセト オヘ,uw12808,2,45200
アカセト オヘ,wr12890,2,2832
アカセト オヘ,yr12520,1,9100
アカセト オヘ,zx10344,2,27200
シヌコ トセミ,hl12034,3,88500
シヌコ トセミ,ly11486,1,26400
ヌス ムスノチ,fv10591,2,55200
ヌス ムスノチ,fy10573,1,21500
スンユヨ ンコタ,te11420,1,27600
チハ アヲフ,ew11436,1,1403
チハ アヲフ,fs11007,3,31500
チハ アヲフ,pc10241,2,40000
ヒイ ムイ,ci11460,3,1905
ヒイ ムイ,gr10003,2,56400
ヒイ ムイ,iq10690,2,58000
ヒイ ムイ,uw10714,2,34200
ヒイ ムイ,wk11367,2,2288
ケア ヒヘ,in10231,1,13500
ケア ヒヘ,jp11299,1,13600
ケア ヒヘ,ws11081,3,36000
ケア ヒヘ,xx11677,3,15000
ヌエヘオ カヲニユ,bt11500,1,16500
ヌエヘオ カヲニユ,lp12719,3,71100
ヌエヘオ カヲニユ,nq10829,3,7353
ヌエヘオ カヲニユ,sb11016,2,12000
テキネ ツタモヌ,fi12498,1,28100
テキネ ツタモヌ,ru10113,1,13800
スハセケ テユワ,rx10839,3,8100
スハセケ テユワ,sm12217,2,49400
コマテノ マセナエ,am11375,1,24600
コマテノ マセナエ,lu12530,3,51600
コマテノ マセナエ,oy12134,3,24900
コマテノ マセナエ,pa11259,1,908
イエケム シカ,jd11403,2,27600
イエケム シカ,jg11839,1,1606
イエケム シカ,mm11118,3,5100
イエケム シカ,rt10588,1,6100
ンチネ マスネ,ha12660,3,82200
ンチネ マスネ,ig12636,1,1200
ンチネ マスネ,pg10033,1,17200
ンチネ マスネ,ru12187,3,22200
ンチネ マスネ,ti11331,3,4893
ンチネ マスネ,vj11599,1,9600
ンチネ マスネ,we12397,1,18700
ムソク チトンネ,kk10906,3,2790
ムソク チトンネ,wl10667,1,6000
ネミ モツ,am10752,3,36300
シカニイ サムシ,px10584,1,11700
シカニイ サムシ,ss11266,3,76800
シカニイ サムシ,uk10684,1,13000
シカニイ サムシ,wk11683,1,2286
ケヌ スサチ,ds11704,3,39600
ケヌ スサチ,ga10048,2,3686
ケヌ スサチ,jl12033,2,21600
ケヌ スサチ,rt10588,2,12200
ケヌ スサチ,xs10966,2,27600
サウネキ ウヲマテ,ar12029,2,29400
サウネキ ウヲマテ,pg10112,3,50100
サウネキ ウヲマテ,rm12840,3,7377
ホム トナ,av12426,2,29200
ホム トナ,ug12543,3,31500
ホム トナ,zi10659,3,58800
ヒヒエメ メホ,ec12705,1,9600
ヒヒエメ メホ,te11420,1,27600
トヲイホ ウムホ,qf11576,3,7479
トヲイホ ウムホ,qg11776,2,40200
トヲイホ ウムホ,ud12331,2,30800
トヲイホ ウムホ,zv11352,3,14700
フトコヘ ウイ,kg10350,1,23300
フトコヘ ウイ,ly11526,3,3900
フトコヘ ウイ,vm11137,3,29700
サフホヒ キサ,ip12985,1,25300
ヨノウモ ケメニヌ,je12413,2,1366
ヨノウモ ケメニヌ,my12479,2,47400
ヨノウモ ケメニヌ,tt11793,1,14600
ヨノウモ ケメニヌ,vt12970,3,68700
ミワテ ケセコ,bt10954,2,1514
ミワテ ケセコ,fs10533,1,23800
ミワテ ケセコ,ik10153,2,39800
ミワテ ケセコ,oh12971,3,3723
マホツ ハヒセ,hk12561,3,85200
マホツ ハヒセ,ti10217,1,7100
ンアミナ マノヤク,jw12691,3,61200
トニウナ オヒ,be11877,2,13800
トニウナ オヒ,np10406,3,47700
トニウナ オヒ,wc10503,3,3999
トニウナ オヒ,wq10663,3,77400
ホタシ フテホ,bv10079,2,4068
ホタシ フテホ,kt12488,2,53400
ホタシ フテホ,pk11933,2,6000
ホタシ フテホ,qp12275,2,39000
メヌ ンクナ,pr10897,3,71400
メヌ ンクナ,ro11109,1,14600
メヌ ンクナ,sm12797,3,15600
ヘマ マタヌテ,se12910,3,20100
ヨタン ヒワ,js11199,2,18600
ヨタン ヒワ,or10941,2,22200
ヨタン ヒワ,wd10313,1,19400
カフ ニセヲヘ,aj10618,3,33300
カフ ニセヲヘ,dv12312,1,23100
カフ ニセヲヘ,gq12287,1,25800
ホアチソ フイヲ,ai10115,2,23400
ホアチソ フイヲ,gq11964,2,1584
ホアチソ フイヲ,hz11811,2,15200
ホアチソ フイヲ,pp10735,3,12900
ホアチソ フイヲ,ru12187,2,14800
オカ イナヤ,ew11436,1,1403
オカ イナヤ,he10304,1,1672
オカ イナヤ,yf11192,2,22200
クセ ヲウスヌ,bt10520,3,64200
クセ ヲウスヌ,gr10003,3,84600
クセ ヲウスヌ,ha12660,2,54800
クセ ヲウスヌ,nf11463,1,19500
クセ ヲウスヌ,oo10319,1,2371
クセ ヲウスヌ,uo10215,1,3800
クセ ヲウスヌ,yf11812,3,8400
ソソ ケフ,fc12091,3,3915
ソソ ケフ,ti11331,3,4893
ソソ ケフ,ue11715,2,16600
ソソ ケフ,ys10879,2,3390
ワシチ カセシヌ,ls12316,1,25900
ワシチ カセシヌ,qx11230,2,23200
ワシチ カセシヌ,rd10523,3,53700
ワシチ カセシヌ,xl12168,1,3100
ツミ テミ,vv12619,2,35800
ツミ テミ,yh12989,1,2000
ヲハ ヘカワナ,dm11330,3,52500
キエ オン,sb12643,2,21800
キエ オン,xg11631,3,87900
ワモマヨ メサ,bt10577,3,31800
ワモマヨ メサ,cp12696,2,3284
ワモマヨ メサ,ei12506,2,43800
トメア ククネケ,fs11651,3,62700
トメア ククネケ,gd10944,1,2500
トメア ククネケ,sm12217,2,49400
ムト タネヘヲ,kn10849,3,9900
ムト タネヘヲ,zr10018,1,10700
カヤヘカ タユヌ,px11480,3,47100
カヤヘカ タユヌ,ru11213,2,53800
カヤヘカ タユヌ,vj12712,2,4026
テカトミ ヒテコ,ac12013,3,16800
テカトミ ヒテコ,ai12541,1,1200
テカトミ ヒテコ,gu10373,2,10000
テカトミ ヒテコ,mj11855,3,2805
テカトミ ヒテコ,qq11749,1,6700
フクフケ カニメ,bt11500,3,49500
フクフケ カニメ,di11568,3,43800
フクフケ カニメ,dq11243,1,1853
フクフケ カニメ,ip12161,2,28400
フクフケ カニメ,jp12788,3,61500
フクフケ カニメ,ri11127,1,3100
ナワノフ ワエケ,ap11478,2,55200
ナワノフ ワエケ,bm11792,3,43800
ナワノフ ワエケ,rj12514,2,34600
ナワノフ ワエケ,wn10562,2,26400
チウ ケエケカ,gu10140,2,2342
チウ ケエケカ,jj12528,1,28100
チウ ケエケカ,ka11497,2,15800
チウ ケエケカ,nv10399,2,1438
チウ ケエケカ,ra11801,1,24000
ツナ カクナナ,pf11818,1,26100
ツナ カクナナ,sn12553,3,71700
エキナヒ ユタス,ov10637,3,26700
ナノエ メヤ,eb10455,1,3800
ナノエ メヤ,wo10998,3,3726
オホハ マシヨホ,lb11642,1,7800
オホハ マシヨホ,os10525,3,85500
オホハ マシヨホ,sl12778,1,1850
オホハ マシヨホ,vk10956,3,37800
オク ヤエ,ku10836,3,19500
オク ヤエ,rj10232,1,17200
オク ヤエ,vs10498,1,10700
モンニム ヘネト,kg12920,1,16800
チケヨヨ ミメイ,jv11468,2,1544
ホカマ ウミホ,em10035,2,4934
ホカマ ウミホ,oh12518,3,6441
ホカマ ウミホ,pf11618,2,11800
ウキ ヨヲ,dg11467,2,56600
ウキ ヨヲ,kv10311,3,80400
ウキ ヨヲ,sw10763,3,60000
ミモヌ イホミナ,bb10880,2,16400
ミモヌ イホミナ,dk12194,3,7065
ンメナ セテメヨ,wa11946,2,16400
ミセハサ ミヨ,el10666,3,84600
ミセハサ ミヨ,ez11238,2,22000
ミセハサ ミヨ,xi11242,2,28000
チキ シモサ,fj10828,1,20700
チキ シモサ,iw11875,1,24300
チキ シモサ,wb12634,1,14100
ネツハ ウナイ,bw11612,3,67200
ネツハ ウナイ,gd10944,1,2500
ネツハ ウナイ,ie10993,1,842
ヌホ クケケサ,dc10904,3,3039
ヌホ クケケサ,fv10711,2,33800
ヌホ クケケサ,oo10319,2,4742
ヌホ クケケサ,ye10324,2,11600
イヨ セネク,lu12530,1,17200
イヨ セネク,ob12972,1,6100
ヌヌセ ヒフエ,eb11559,2,4500
ヌヌセ ヒフエ,iw10633,1,7300
ヌヌセ ヒフエ,pe10516,1,721
ヌヌセ ヒフエ,ra10922,2,9400
ヌヌセ ヒフエ,xc10802,1,1017
コネチ トエ,cp11881,1,19400
コネチ トエ,eh12816,3,38400
コネチ トエ,jx12164,3,16200
コネチ トエ,ul11281,1,19400
コネチ トエ,wz11513,3,10200
ノサマ キノ,pi11990,2,1214
ノサマ キノ,yn10930,1,1059
ユタマ キコ,is10248,1,9900
ユタマ キコ,uc11151,3,2613
ユタマ キコ,vb11481,2,25200
ユタマ キコ,ya10521,2,14600
シホ ヲメヌテ,gi10240,2,36800
シホ ヲメヌテ,jz12440,2,52600
シホ ヲメヌテ,kc12009,1,5100
シホ ヲメヌテ,kx10943,2,52800
シホ ヲメヌテ,mb10807,2,29600
アツケ メモフセ,ns12174,2,42600
アツケ メモフセ,qw10501,2,53000
アコヲ ムサワヨ,ug12328,3,17100
アコヲ ムサワヨ,xs11010,1,18400
テテ イネ,ay10120,3,87900
テテ イネ,hk11690,3,80700
テテ イネ,sf11297,3,3288
ヨムケ カセシノ,au12382,1,12600
ヨムケ カセシノ,nh12854,2,46400
ヌコメ ケヨカケ,gc10720,1,1799
ヌコメ ケヨカケ,ol11057,3,54000
ヌコメ ケヨカケ,ri11127,1,3100
クエイエ ンスメウ,tb12449,1,1653
クエイエ ンスメウ,tr10440,2,44400
ユモテタ アムイ,sq10431,1,24300
ユモテタ アムイ,uc12489,2,58000
チワチ ユテワシ,ai12541,1,1200
チワチ ユテワシ,gx12793,2,8200
チワチ ユテワシ,js11049,1,24700
チワチ ユテワシ,uk11785,3,7500
オノトユ クユ,gq11964,3,2376
オノトユ クユ,jm12260,2,59200
オノトユ クユ,le12286,2,54000
オノトユ クユ,se10429,2,22400
ナヲノモ ヲミムサ,gr10029,2,51600
ナヲノモ ヲミムサ,jj10539,2,5200
ナヲノモ ヲミムサ,nn12871,3,4284
ナヲノモ ヲミムサ,te11415,3,60600
ナヲノモ ヲミムサ,tr10222,2,33400
ナヲノモ ヲミムサ,ue11937,2,8200
ナヲノモ ヲミムサ,ui12318,1,1655
テテ メユタウ,fx12256,1,12700
テテ メユタウ,lv11934,1,10200
テテ メユタウ,sb12643,1,10900
メソミ マムク,hi10283,1,956
メソミ マムク,wr12690,1,1202
メツミ フノミ,mh11061,2,35000
カミマヨ ヤイミア,js11005,3,15600
カミマヨ ヤイミア,nv10399,1,719
ソシノ セヨワ,ec12705,1,9600
ソシノ セヨワ,iv10767,1,8300
ソシノ セヨワ,zv10162,2,14000
ワケツ コキソコ,ey12581,3,46500
ワケツ コキソコ,ip11750,2,2842
ワケツ コキソコ,mp10928,2,31400
ワケツ コキソコ,on11147,3,24900
ワケツ コキソコ,sg11451,1,27700
ワケツ コキソコ,vx10187,3,4233
オオ ミセソ,gy12017,3,55500
オオ ミセソ,kh10863,3,62700
オオ ミセソ,kj10683,3,39900
オオ ミセソ,sl11205,2,5200
ケカ マト,pw12368,3,6141
ヲム イチマヒ,gn10478,1,11200
ヲム イチマヒ,zf11770,1,7500
ネハヌ セトヨト,se12910,2,13400
ネハヌ セトヨト,uq11429,3,24900
クネエ ソン,of12344,2,2332
クネエ ソン,rb12765,3,6294
クネエ ソン,ya10521,1,7300
ニソソ ミイヤタ,gu11660,2,58200
ニソソ ミイヤタ,mk11318,1,9800
ニソソ ミイヤタ,mq10435,1,20200
ニソソ ミイヤタ,su12420,2,53000
ニソソ ミイヤタ,vh12381,1,20400
ニソソ ミイヤタ,ye11733,3,12900
マイセソ ノナスニ,bh11328,3,37500
マイセソ ノナスニ,ky12452,1,10700
マイセソ ノナスニ,wj12478,1,28500
テクツ スクンコ,gs13000,2,23000
テクツ スクンコ,ib11824,1,27700
テクツ スクンコ,kc12913,1,10500
テクツ スクンコ,mi10492,1,4500
テクツ スクンコ,vb11481,3,37800
マナ ヒフア,qd12679,1,5800
マナ ヒフア,vw11717,2,5600
テイ ムネヘコ,pq10243,2,46400
テイ ムネヘコ,qu12281,3,6330
イミ ネヌ,aq10191,2,24800
イミ ネヌ,cy10670,2,1940
イミ ネヌ,hd10172,1,19600
イミ ネヌ,hz12869,1,27100
イミ ネヌ,vc12432,2,5200
イミ ネヌ,vm11137,2,19800
ヤヤス フソ,em12291,1,14200
ヤヤス フソ,kf10412,1,11400
ヤヤス フソ,yl10024,1,26900
ヘハ ヘチトケ,bv10415,1,10200
ヘハ ヘチトケ,nu12020,3,30300
スハフハ ノマツホ,af10755,3,67800
スハフハ ノマツホ,fo11013,1,5800
スハフハ ノマツホ,gq11054,3,69300
ケエカ コチヲカ,fp12881,1,2231
ケエカ コチヲカ,fw12475,3,83400
ケエカ コチヲカ,mp11366,3,46800
ケエカ コチヲカ,wj11731,1,24100
カテキコ ハハヲオ,px12965,3,55200
カテキコ ハハヲオ,vq11459,1,15600
クコセ ヲハメ,ca11622,3,19200
クコセ ヲハメ,ob11488,2,48800
クコセ ヲハメ,xa10420,1,7700
クコセ ヲハメ,xb12949,1,21500
キオク ツヌモヌ,hl11157,3,48000
キオク ツヌモヌ,rj10176,2,37200
コタヘ シヒヨチ,ge10395,2,35800
コタヘ シヒヨチ,iv12852,2,37200
コタヘ シヒヨチ,wz10907,3,2898
コタヘ シヒヨチ,xc10802,1,1017
コタヘ シヒヨチ,xg11631,2,58600
オチメハ モクヨシ,jx12137,3,2226
オチメハ モクヨシ,si11239,3,61800
オオイ セイクヒ,fv11504,2,56000
ミミユン ワフ,af10181,2,47400
ミミユン ワフ,wq12628,1,25400
ミミユン ワフ,xw12071,1,20900
シユスネ トニウ,ct10127,3,2631
シユスネ トニウ,ir11728,3,6600
シユスネ トニウ,oc11747,3,20100
シユスネ トニウ,zu11313,3,3831
ヌヌソツ ナムソア,le10317,2,1224
ヌヌソツ ナムソア,wr11791,2,45000
ユオマヤ カヒヌヲ,jj10383,2,3200
ユオマヤ カヒヌヲ,nj11699,2,59200
ユオマヤ カヒヌヲ,wc10503,2,2666
ハアウミ マナオ,da12474,1,28800
ハアウミ マナオ,nj11825,3,20700
ハアウミ マナオ,pr10640,3,23700
ハアウミ マナオ,sn10348,2,38400
ヲクユノ ハナフ,by11305,2,31800
ヲクユノ ハナフ,fn11175,2,21600
ヲクユノ ハナフ,ta10628,1,8300
ヘヘヘワ マソノム,go11968,2,24600
ヘヘヘワ マソノム,rm11060,3,58200
ニワキ カヌキス,bt10577,3,31800
ニワキ カヌキス,gq11251,1,29000
ニワキ カヌキス,in10231,3,40500
ニワキ カヌキス,lc11257,1,17400
ニワキ カヌキス,ta11160,2,54000
シイチ カエ,ew12044,3,74400
シイチ カエ,ly11486,3,79200
シイチ カエ,zu10022,3,74700
タナ ウヒソ,dj11997,3,42600
タナ ウヒソ,td11051,2,58200
タナ ウヒソ,yy10727,3,45300
ケツキ ヨホ,at12786,2,13600
ケツキ ヨホ,dm10662,2,34000
ケツキ ヨホ,fa12974,3,10200
ケツキ ヨホ,gh10050,2,35800
ケツキ ヨホ,xz11987,2,2552
キハム ニヤウ,ci11460,1,635
キハム ニヤウ,ec11501,3,42000
スセイ クヘユ,iq12667,2,45200
スセイ クヘユ,px11480,1,15700
スセイ クヘユ,rx11768,3,80400
スセイ クヘユ,xv11771,1,24000
キヌミ ユト,ga10369,1,873
キヌミ ユト,wx11607,3,30600
スス フマスキ,ez11899,2,46600
スス フマスキ,gx11372,1,22600
フヨチ チネサホ,ly11337,3,45000
フヨチ チネサホ,mi10492,3,13500
ヒカホ ヘハネ,ap10186,3,83100
ヒカホ ヘハネ,hc12857,3,27000
ヒカホ ヘハネ,jk11901,1,12600
ヒカホ ヘハネ,st12523,3,56100
ヒカホ ヘハネ,yq11721,1,1111
サトフチ オニ,yi11405,3,51900
サトフチ オニ,yp12357,2,26000
ツセン フヲユエ,pt10242,3,51600
ツミエワ スモ,vw11888,2,7200
ミノサテ ナン,ja10894,2,6400
ムウミ サキウ,dj12812,2,8600
ムウミ サキウ,ie10446,1,23000
ムウミ サキウ,oo12818,1,18300
ムウミ サキウ,se10977,1,842
ムウミ サキウ,um10254,3,66300
シサ ナニテ,da10011,2,14800
シサ ナニテ,gd12544,1,22100
シサ ナニテ,hv11043,2,8600
ユワエ モヲオネ,hu12538,2,51800
ユワエ モヲオネ,hw10443,1,11400
ユワエ モヲオネ,ue10691,2,3818
キヤヤ ヘンチチ,ie10446,1,23000
キヤヤ ヘンチチ,iy12867,3,73200
キヤヤ ヘンチチ,or12238,2,39200
キヤヤ ヘンチチ,ze10751,2,38200
エナ ソツシ,kq11834,1,12800
エナ ソツシ,vy11727,1,29400
ホヘ ンカ,as11218,3,12300
ホヘ ンカ,lr12207,2,28400
ホヘ ンカ,nx12776,3,50400
ホヘ ンカ,yo12709,3,29100
ホヘ ンカ,zi10877,2,42600
ンコ ハワオ,co12441,3,78300
ンコ ハワオ,cq10799,1,17400
ンコ ハワオ,er12046,2,54600
ンコ ハワオ,wd12837,1,10300
ンコ ハワオ,zv11352,3,14700
タア ウスス,mh12016,3,88800
タア ウスス,wx10198,1,26400
ヨヤ ホヲソ,kf11523,2,50000
ヨヤ ホヲソ,nv10399,3,2157
メキ ムンユ,ch12422,1,7900
メキ ムンユ,qw10501,3,79500
メキ ムンユ,wa11946,1,8200
モチキ ヨカ,ji10335,1,22500
モチキ ヨカ,sc12866,2,10200
モチキ ヨカ,xp11417,2,53200
モツシ トハ,le12286,3,81000
モツシ トハ,ng12937,1,1014
モツシ トハ,tz11711,1,17700
ヘムムウ ハホ,sw12766,2,2796
ンノソ ウアメ,ly11526,3,3900
ンノソ ウアメ,ru10113,1,13800
エソ ムミワシ,js11199,1,9300
エソ ムミワシ,ug12328,3,17100
エソ ムミワシ,um12825,2,50600
エソ ムミワシ,wb11222,1,22000
トンキ ヌオサフ,hj10301,1,26100
トンキ ヌオサフ,ms10976,1,25800
トンキ ヌオサフ,nc10765,3,6645
ユヲメオ フネエ,wd11096,3,86100
ユト エハヒナ,bb11442,2,37800
ユト エハヒナ,kz11805,2,15400
ユト エハヒナ,ri11588,2,49400
ユト エハヒナ,sp11545,3,81000
ユト エハヒナ,st12125,3,9900
ノフ ヤマソホ,ps10936,1,956
テタシヲ ナメ,ah11938,3,17700
テタシヲ ナメ,fc11262,2,58400
テタシヲ ナメ,fd11784,2,29400
テタシヲ ナメ,up11358,1,16700
テタシヲ ナメ,ye11733,1,4300
テタシヲ ナメ,zd10527,1,18800
キヲ マネテモ,ha12660,2,54800
キヲ マネテモ,xp11174,3,86700
ミクナ ツウヘ,ue10748,1,7400
ミナカ ヘカ,bq12036,1,15700
ミナカ ヘカ,yq12600,1,1724
ミナカ ヘカ,zz12947,3,88200
ヲン フワ,ai10115,1,11700
ヲン フワ,et10679,1,17300
ヲン フワ,kr10686,2,25000
ヲン フワ,ye12677,1,3100
ヲン フワ,yu10353,3,54900
ヲン フワ,zd11149,2,38800
ユシチ チシモウ,jr10731,3,72300
ユシチ チシモウ,ue12204,3,72600
コタ マフワ,ap10025,3,13800
コタ マフワ,gn11507,2,20000
コタ マフワ,sz12185,3,31800
コタ マフワ,zq11097,2,29400
モモ ンネ,bs12380,1,23000
モモ ンネ,lx10180,1,26700
モモ ンネ,mm11398,2,49600
モモ ンネ,ov11245,1,1915
モモ ンネ,yz10078,2,39800
ケツツ ヲアン,st12967,1,24800
ハマハヤ ヒメウ,aq11736,3,27300
ハマハヤ ヒメウ,fb10418,2,53000
ハマハヤ ヒメウ,mz11493,3,64200
ハマハヤ ヒメウ,td10184,1,17600
サクツホ マフサメ,bq12036,3,47100
サクツホ マフサメ,jg10081,1,12100
サクツホ マフサメ,vx12045,2,1416
サクツホ マフサメ,xa12259,2,51200
サクツホ マフサメ,zp11227,2,5000
ヤナヌ シツト,uv10490,1,29200
ヤナヌ シツト,ya10326,1,1089
イヌキト ヌヤアコ,ek12465,2,2600
イヌキト ヌヤアコ,mq12334,2,36000
イヌキト ヌヤアコ,nt11362,3,31500
イヌキト ヌヤアコ,wq12944,2,31800
イヌキト ヌヤアコ,yz10078,1,19900
イヌキト ヌヤアコ,ze10702,2,4506
オヘフ アス,ht12839,2,1548
オヘフ アス,le12162,2,4646
オヘフ アス,nu12160,2,10200
オヘフ アス,tm12571,3,21900
オヘフ アス,vz12001,3,87600
オヘフ アス,zu10261,3,87600
ハナモ ワアツ,bo12795,1,1200
ハナモ ワアツ,dp12276,2,7800
ハナモ ワアツ,jr12305,2,57400
ハナモ ワアツ,sn12553,1,23900
ハナモ ワアツ,ug11910,3,11400
ハナモ ワアツ,ym10476,3,34500
ノヤケエ ソオコア,bw11612,2,44800
ノヤケエ ソオコア,cy12061,3,52800
ノヤケエ ソオコア,ib11824,2,55400
ノヤケエ ソオコア,td12841,1,11400
ムイ ンヤ,gs11876,2,21400
ムイ ンヤ,ov10637,3,26700
ンフセ ヘクムヲ,ny10012,1,10400
ンフセ ヘクムヲ,sx10832,3,49500
ンフセ ヘクムヲ,zb12483,1,730
ヨア メメ,be11560,1,22900
ヨア メメ,hy10277,1,2400
フソス オシ,dp10652,3,2010
ヒセカヨ カユチメ,mg11106,1,24900
ヒセカヨ カユチメ,sw12377,1,13600
